lineId,shortName,description,year,month,averageSpeedKmh,totalDistanceMeters,totalTimeSeconds,samples,status
421,E21,Terminal Menga - Estación Universidades,2018,7,0.36,137081627.00,1378499380.00,1035426,OK
427,E27,Terminal Menga - Estación Capri,2018,7,0.20,51344177.00,944512088.00,445442,OK
431,E31,Terminal Paso del Comercio - Universidades,2018,7,0.43,53122323.00,446494721.00,340582,OK
437,E37,Terminal Paso del Comercio - Universidades,2018,7,0.35,56013572.00,569085884.00,432543,OK
441,E41,Terminal Andrés Sanín - Universidades,2018,7,0.33,78707891.00,859882060.00,605134,OK
452,E52,Estación Nuevo Latír - Terminal Calipso - Terminal,2018,7,0.31,12437483.00,145849054.00,107096,OK
547,TESTGT4,NA,2018,7,0.00,0.00,0.00,0,NO_DATA
551,R51,SUR RESERVA,2018,7,6.74,369808.00,197661.00,6858,OK
552,R52,MENGA RESERVA,2018,7,0.13,364432.00,9749684.00,5335,OK
553,R53,RESERVA PASO DEL COMERCIO,2018,7,0.21,171259.00,2911676.00,2621,OK
554,R54,SANIN RESERVA,2018,7,3.23,133760.00,149153.00,4168,OK
555,R55,CALIPSO RESERVA,2018,7,0.06,71699.00,4169651.00,842,OK
